datetime,symbol,open,high,low,close,volume,month
2025-07-24 23:35:00,CME_MINI:NQ1!,23392.75,23401.75,23392.5,23400.25,198.0,2025-07
2025-07-24 23:40:00,CME_MINI:NQ1!,23399.75,23404.75,23399.25,23402.25,179.0,2025-07
2025-07-24 23:45:00,CME_MINI:NQ1!,23402.0,23409.25,23401.0,23406.0,328.0,2025-07
2025-07-24 23:50:00,CME_MINI:NQ1!,23405.75,23409.25,23403.75,23408.0,201.0,2025-07
2025-07-24 23:55:00,CME_MINI:NQ1!,23407.5,23409.75,23405.25,23406.25,146.0,2025-07
2025-07-25 00:00:00,CME_MINI:NQ1!,23406.5,23416.0,23400.5,23402.25,710.0,2025-07
2025-07-25 00:05:00,CME_MINI:NQ1!,23403.25,23414.0,23401.75,23409.0,562.0,2025-07
2025-07-25 00:10:00,CME_MINI:NQ1!,23409.25,23420.75,23408.25,23420.0,573.0,2025-07
2025-07-25 00:15:00,CME_MINI:NQ1!,23420.0,23421.75,23413.75,23420.0,428.0,2025-07
2025-07-25 00:20:00,CME_MINI:NQ1!,23420.0,23423.25,23417.0,23418.5,276.0,2025-07
2025-07-25 00:25:00,CME_MINI:NQ1!,23418.75,23419.0,23411.75,23416.25,337.0,2025-07
2025-07-25 00:30:00,CME_MINI:NQ1!,23417.0,23417.5,23412.0,23415.0,163.0,2025-07
2025-07-25 00:35:00,CME_MINI:NQ1!,23415.0,23415.25,23409.25,23411.0,178.0,2025-07
2025-07-25 00:40:00,CME_MINI:NQ1!,23411.0,23411.0,23405.5,23409.0,235.0,2025-07
2025-07-25 00:45:00,CME_MINI:NQ1!,23409.0,23414.5,23408.5,23413.0,231.0,2025-07
2025-07-25 00:50:00,CME_MINI:NQ1!,23413.5,23416.0,23408.0,23409.25,221.0,2025-07
2025-07-25 00:55:00,CME_MINI:NQ1!,23409.0,23414.5,23408.5,23414.25,123.0,2025-07
2025-07-25 01:00:00,CME_MINI:NQ1!,23414.75,23418.0,23414.25,23417.5,223.0,2025-07
2025-07-25 01:05:00,CME_MINI:NQ1!,23416.75,23419.25,23415.75,23418.5,157.0,2025-07
2025-07-25 01:10:00,CME_MINI:NQ1!,23418.25,23419.5,23412.0,23412.0,201.0,2025-07
2025-07-25 01:15:00,CME_MINI:NQ1!,23411.25,23419.25,23409.0,23417.25,245.0,2025-07
2025-07-25 01:20:00,CME_MINI:NQ1!,23417.25,23421.5,23414.0,23415.75,257.0,2025-07
2025-07-25 01:25:00,CME_MINI:NQ1!,23416.25,23417.75,23414.5,23416.0,115.0,2025-07
2025-07-25 01:30:00,CME_MINI:NQ1!,23416.25,23420.75,23414.0,23419.25,178.0,2025-07
2025-07-25 01:35:00,CME_MINI:NQ1!,23419.5,23423.5,23419.5,23422.0,246.0,2025-07
2025-07-25 01:40:00,CME_MINI:NQ1!,23421.5,23434.75,23419.0,23427.25,919.0,2025-07
2025-07-25 01:45:00,CME_MINI:NQ1!,23427.75,23432.25,23427.25,23429.25,272.0,2025-07
2025-07-25 01:50:00,CME_MINI:NQ1!,23430.0,23432.75,23426.0,23427.0,311.0,2025-07
2025-07-25 01:55:00,CME_MINI:NQ1!,23427.75,23429.25,23425.5,23426.75,178.0,2025-07
2025-07-25 02:00:00,CME_MINI:NQ1!,23427.5,23427.75,23425.0,23426.0,126.0,2025-07
2025-07-25 02:05:00,CME_MINI:NQ1!,23426.0,23427.75,23424.75,23426.5,125.0,2025-07
2025-07-25 02:10:00,CME_MINI:NQ1!,23426.5,23431.25,23426.5,23428.75,292.0,2025-07
2025-07-25 02:15:00,CME_MINI:NQ1!,23429.25,23430.0,23427.25,23428.0,94.0,2025-07
2025-07-25 02:20:00,CME_MINI:NQ1!,23428.5,23431.0,23426.75,23430.75,120.0,2025-07
2025-07-25 02:25:00,CME_MINI:NQ1!,23431.0,23436.5,23430.5,23433.75,413.0,2025-07
2025-07-25 02:30:00,CME_MINI:NQ1!,23434.0,23436.25,23427.5,23429.0,330.0,2025-07
2025-07-25 02:35:00,CME_MINI:NQ1!,23429.5,23432.0,23428.25,23429.0,112.0,2025-07
2025-07-25 02:40:00,CME_MINI:NQ1!,23429.5,23430.25,23427.75,23428.0,125.0,2025-07
2025-07-25 02:45:00,CME_MINI:NQ1!,23427.75,23429.75,23427.5,23428.25,136.0,2025-07
2025-07-25 02:50:00,CME_MINI:NQ1!,23428.25,23429.25,23426.75,23427.0,170.0,2025-07
2025-07-25 02:55:00,CME_MINI:NQ1!,23426.75,23428.0,23420.0,23421.5,360.0,2025-07
2025-07-25 03:00:00,CME_MINI:NQ1!,23422.0,23429.25,23420.75,23428.25,259.0,2025-07
2025-07-25 03:05:00,CME_MINI:NQ1!,23428.0,23431.75,23427.75,23430.75,161.0,2025-07
2025-07-25 03:10:00,CME_MINI:NQ1!,23430.0,23433.0,23430.0,23431.0,205.0,2025-07
2025-07-25 03:15:00,CME_MINI:NQ1!,23431.5,23441.75,23431.0,23433.5,486.0,2025-07
2025-07-25 03:20:00,CME_MINI:NQ1!,23434.5,23435.0,23431.0,23433.5,172.0,2025-07
2025-07-25 03:25:00,CME_MINI:NQ1!,23433.0,23435.75,23432.5,23434.25,114.0,2025-07
2025-07-25 03:30:00,CME_MINI:NQ1!,23434.25,23434.5,23429.5,23430.25,181.0,2025-07
2025-07-25 03:35:00,CME_MINI:NQ1!,23430.5,23431.0,23426.75,23430.5,229.0,2025-07
2025-07-25 03:40:00,CME_MINI:NQ1!,23430.25,23433.75,23429.5,23433.0,127.0,2025-07
2025-07-25 03:45:00,CME_MINI:NQ1!,23432.75,23434.75,23430.5,23433.25,99.0,2025-07
2025-07-25 03:50:00,CME_MINI:NQ1!,23434.25,23437.0,23432.25,23433.0,229.0,2025-07
2025-07-25 03:55:00,CME_MINI:NQ1!,23432.75,23433.0,23428.0,23428.25,188.0,2025-07
2025-07-25 04:00:00,CME_MINI:NQ1!,23428.5,23429.25,23426.25,23428.25,188.0,2025-07
2025-07-25 04:05:00,CME_MINI:NQ1!,23427.75,23431.0,23426.0,23429.25,101.0,2025-07
2025-07-25 04:10:00,CME_MINI:NQ1!,23429.25,23430.25,23427.75,23428.0,58.0,2025-07
2025-07-25 04:15:00,CME_MINI:NQ1!,23428.75,23431.75,23428.0,23431.25,120.0,2025-07
2025-07-25 04:20:00,CME_MINI:NQ1!,23431.75,23431.75,23426.5,23427.75,181.0,2025-07
2025-07-25 04:25:00,CME_MINI:NQ1!,23427.25,23427.5,23421.5,23422.5,334.0,2025-07
2025-07-25 04:30:00,CME_MINI:NQ1!,23421.75,23423.25,23416.5,23417.0,304.0,2025-07
2025-07-25 04:35:00,CME_MINI:NQ1!,23417.5,23417.5,23407.25,23410.0,448.0,2025-07
2025-07-25 04:40:00,CME_MINI:NQ1!,23409.5,23409.5,23399.0,23402.75,496.0,2025-07
2025-07-25 04:45:00,CME_MINI:NQ1!,23402.25,23405.75,23398.25,23399.0,320.0,2025-07
2025-07-25 04:50:00,CME_MINI:NQ1!,23399.0,23401.0,23396.5,23397.5,266.0,2025-07
2025-07-25 04:55:00,CME_MINI:NQ1!,23397.0,23397.75,23392.5,23397.75,339.0,2025-07
2025-07-25 05:00:00,CME_MINI:NQ1!,23397.75,23405.25,23395.5,23404.5,421.0,2025-07
2025-07-25 05:05:00,CME_MINI:NQ1!,23404.5,23406.25,23402.25,23405.25,171.0,2025-07
2025-07-25 05:10:00,CME_MINI:NQ1!,23405.5,23409.5,23405.5,23408.0,183.0,2025-07
2025-07-25 05:15:00,CME_MINI:NQ1!,23407.5,23408.25,23405.0,23407.0,202.0,2025-07
2025-07-25 05:20:00,CME_MINI:NQ1!,23407.25,23408.5,23405.25,23406.75,107.0,2025-07
2025-07-25 05:25:00,CME_MINI:NQ1!,23406.5,23409.5,23406.0,23408.25,122.0,2025-07
2025-07-25 05:30:00,CME_MINI:NQ1!,23407.75,23407.75,23402.25,23404.0,193.0,2025-07
2025-07-25 05:35:00,CME_MINI:NQ1!,23403.5,23406.75,23403.5,23405.5,123.0,2025-07
2025-07-25 05:40:00,CME_MINI:NQ1!,23406.25,23407.25,23402.75,23405.75,108.0,2025-07
2025-07-25 05:45:00,CME_MINI:NQ1!,23405.75,23408.5,23405.25,23408.5,63.0,2025-07
2025-07-25 05:50:00,CME_MINI:NQ1!,23408.25,23408.25,23403.75,23406.75,194.0,2025-07
2025-07-25 05:55:00,CME_MINI:NQ1!,23406.25,23408.0,23404.5,23407.75,106.0,2025-07
2025-07-25 06:00:00,CME_MINI:NQ1!,23408.0,23412.5,23405.75,23410.75,349.0,2025-07
2025-07-25 06:05:00,CME_MINI:NQ1!,23410.5,23411.75,23407.0,23411.75,179.0,2025-07
2025-07-25 06:10:00,CME_MINI:NQ1!,23412.0,23412.0,23408.25,23411.75,146.0,2025-07
2025-07-25 06:15:00,CME_MINI:NQ1!,23410.75,23411.75,23409.25,23409.75,78.0,2025-07
2025-07-25 06:20:00,CME_MINI:NQ1!,23409.25,23410.25,23404.25,23406.25,208.0,2025-07
2025-07-25 06:25:00,CME_MINI:NQ1!,23405.75,23408.75,23404.0,23408.25,166.0,2025-07
2025-07-25 06:30:00,CME_MINI:NQ1!,23409.0,23412.25,23406.25,23409.0,238.0,2025-07
2025-07-25 06:35:00,CME_MINI:NQ1!,23408.25,23409.25,23400.75,23402.75,182.0,2025-07
2025-07-25 06:40:00,CME_MINI:NQ1!,23402.75,23403.0,23397.25,23400.75,218.0,2025-07
2025-07-25 06:45:00,CME_MINI:NQ1!,23400.25,23401.75,23396.0,23396.5,292.0,2025-07
2025-07-25 06:50:00,CME_MINI:NQ1!,23396.75,23397.0,23391.5,23393.5,278.0,2025-07
2025-07-25 06:55:00,CME_MINI:NQ1!,23393.25,23394.25,23389.0,23390.75,215.0,2025-07
2025-07-25 07:00:00,CME_MINI:NQ1!,23391.5,23391.75,23378.0,23383.5,894.0,2025-07
2025-07-25 07:05:00,CME_MINI:NQ1!,23383.0,23394.0,23383.0,23386.5,542.0,2025-07
2025-07-25 07:10:00,CME_MINI:NQ1!,23386.75,23389.25,23376.5,23378.5,457.0,2025-07
2025-07-25 07:15:00,CME_MINI:NQ1!,23378.75,23383.0,23372.75,23376.5,704.0,2025-07
2025-07-25 07:20:00,CME_MINI:NQ1!,23375.5,23384.25,23367.25,23369.0,716.0,2025-07
2025-07-25 07:25:00,CME_MINI:NQ1!,23368.5,23377.0,23367.25,23367.75,445.0,2025-07
2025-07-25 07:30:00,CME_MINI:NQ1!,23367.75,23375.5,23360.0,23367.25,791.0,2025-07
2025-07-25 07:35:00,CME_MINI:NQ1!,23367.5,23377.25,23367.5,23371.0,691.0,2025-07
2025-07-25 07:40:00,CME_MINI:NQ1!,23370.5,23373.0,23357.75,23364.0,628.0,2025-07
2025-07-25 07:45:00,CME_MINI:NQ1!,23363.75,23368.0,23356.75,23361.75,643.0,2025-07
2025-07-25 07:50:00,CME_MINI:NQ1!,23362.25,23362.25,23355.0,23357.75,552.0,2025-07
2025-07-25 07:55:00,CME_MINI:NQ1!,23358.0,23367.0,23358.0,23366.25,476.0,2025-07
2025-07-25 08:00:00,CME_MINI:NQ1!,23367.0,23374.25,23363.0,23366.25,765.0,2025-07
2025-07-25 08:05:00,CME_MINI:NQ1!,23366.25,23374.25,23364.75,23374.0,423.0,2025-07
2025-07-25 08:10:00,CME_MINI:NQ1!,23374.5,23375.75,23366.75,23367.5,408.0,2025-07
2025-07-25 08:15:00,CME_MINI:NQ1!,23367.5,23369.0,23360.25,23364.25,495.0,2025-07
2025-07-25 08:20:00,CME_MINI:NQ1!,23363.75,23363.75,23348.75,23357.5,967.0,2025-07
2025-07-25 08:25:00,CME_MINI:NQ1!,23357.25,23370.25,23357.25,23370.0,502.0,2025-07
2025-07-25 08:30:00,CME_MINI:NQ1!,23370.5,23378.5,23369.75,23376.0,579.0,2025-07
2025-07-25 08:35:00,CME_MINI:NQ1!,23376.25,23379.75,23374.0,23377.5,424.0,2025-07
2025-07-25 08:40:00,CME_MINI:NQ1!,23378.5,23379.0,23373.25,23374.25,315.0,2025-07
2025-07-25 08:45:00,CME_MINI:NQ1!,23374.0,23380.5,23373.5,23380.0,448.0,2025-07
2025-07-25 08:50:00,CME_MINI:NQ1!,23380.0,23381.25,23376.75,23377.0,218.0,2025-07
2025-07-25 08:55:00,CME_MINI:NQ1!,23376.0,23377.25,23373.0,23375.0,250.0,2025-07
2025-07-25 09:00:00,CME_MINI:NQ1!,23375.5,23375.5,23367.25,23367.5,383.0,2025-07
2025-07-25 09:05:00,CME_MINI:NQ1!,23367.5,23373.0,23366.0,23368.0,380.0,2025-07
2025-07-25 09:10:00,CME_MINI:NQ1!,23367.5,23369.0,23361.5,23364.25,359.0,2025-07
2025-07-25 09:15:00,CME_MINI:NQ1!,23363.75,23368.25,23359.25,23360.5,287.0,2025-07
2025-07-25 09:20:00,CME_MINI:NQ1!,23360.5,23364.75,23356.25,23363.0,385.0,2025-07
2025-07-25 09:25:00,CME_MINI:NQ1!,23363.0,23369.75,23362.75,23369.0,268.0,2025-07
2025-07-25 09:30:00,CME_MINI:NQ1!,23369.0,23377.0,23368.5,23373.5,334.0,2025-07
2025-07-25 09:35:00,CME_MINI:NQ1!,23373.75,23377.25,23373.5,23375.25,152.0,2025-07
2025-07-25 09:40:00,CME_MINI:NQ1!,23375.25,23376.0,23373.0,23373.0,122.0,2025-07
2025-07-25 09:45:00,CME_MINI:NQ1!,23372.5,23375.0,23367.25,23367.25,275.0,2025-07
2025-07-25 09:50:00,CME_MINI:NQ1!,23367.75,23369.5,23367.0,23367.5,174.0,2025-07
2025-07-25 09:55:00,CME_MINI:NQ1!,23367.0,23375.0,23366.25,23374.0,251.0,2025-07
2025-07-25 10:00:00,CME_MINI:NQ1!,23374.25,23374.75,23371.0,23372.5,250.0,2025-07
2025-07-25 10:05:00,CME_MINI:NQ1!,23373.0,23376.75,23372.5,23374.75,192.0,2025-07
2025-07-25 10:10:00,CME_MINI:NQ1!,23374.5,23377.0,23371.25,23375.25,176.0,2025-07
2025-07-25 10:15:00,CME_MINI:NQ1!,23374.75,23376.75,23371.5,23375.0,169.0,2025-07
2025-07-25 10:20:00,CME_MINI:NQ1!,23375.5,23376.25,23370.5,23373.5,275.0,2025-07
2025-07-25 10:25:00,CME_MINI:NQ1!,23373.25,23380.0,23371.25,23374.5,405.0,2025-07
2025-07-25 10:30:00,CME_MINI:NQ1!,23373.75,23385.0,23373.75,23383.0,419.0,2025-07
2025-07-25 10:35:00,CME_MINI:NQ1!,23383.75,23385.5,23380.5,23384.5,317.0,2025-07
2025-07-25 10:40:00,CME_MINI:NQ1!,23383.5,23386.5,23381.5,23384.75,261.0,2025-07
2025-07-25 10:45:00,CME_MINI:NQ1!,23384.75,23388.75,23382.75,23388.0,255.0,2025-07
2025-07-25 10:50:00,CME_MINI:NQ1!,23388.5,23391.25,23387.5,23389.5,247.0,2025-07
2025-07-25 10:55:00,CME_MINI:NQ1!,23390.0,23390.0,23383.25,23387.75,386.0,2025-07
2025-07-25 11:00:00,CME_MINI:NQ1!,23388.0,23389.0,23379.5,23381.0,442.0,2025-07
2025-07-25 11:05:00,CME_MINI:NQ1!,23381.25,23383.0,23375.0,23381.25,391.0,2025-07
2025-07-25 11:10:00,CME_MINI:NQ1!,23380.75,23383.5,23379.5,23381.25,195.0,2025-07
2025-07-25 11:15:00,CME_MINI:NQ1!,23380.75,23382.0,23370.5,23375.5,579.0,2025-07
2025-07-25 11:20:00,CME_MINI:NQ1!,23376.5,23378.25,23372.5,23374.25,288.0,2025-07
2025-07-25 11:25:00,CME_MINI:NQ1!,23374.25,23377.25,23369.75,23376.0,297.0,2025-07
2025-07-25 11:30:00,CME_MINI:NQ1!,23375.25,23375.25,23366.25,23370.75,435.0,2025-07
2025-07-25 11:35:00,CME_MINI:NQ1!,23370.75,23378.0,23370.0,23375.0,400.0,2025-07
2025-07-25 11:40:00,CME_MINI:NQ1!,23374.75,23379.75,23374.0,23376.5,255.0,2025-07
2025-07-25 11:45:00,CME_MINI:NQ1!,23376.0,23376.25,23369.5,23369.5,244.0,2025-07
2025-07-25 11:50:00,CME_MINI:NQ1!,23369.5,23370.25,23360.75,23365.25,552.0,2025-07
2025-07-25 11:55:00,CME_MINI:NQ1!,23365.5,23371.0,23365.25,23365.25,379.0,2025-07
